"0xa0088a1200c9c3235db085fd7ba0d63d2e8f1c70","0xa6626a8a85f2032930a25d278ae149191e3ba247","8013.21"
"0x9834a3ba24f2fb6bad2a363b7cbd94dbd5561241","0xa6626a8a85f2032930a25d278ae149191e3ba247","2768.4737461233"
"0xbd2bb8e3a00a5582ab9a01ea9298efba07b853d3","0xa6626a8a85f2032930a25d278ae149191e3ba247","13451.4965536064"
"0xa636656a0cfa769e19433026a028f4ee5b49ec41","0xa6626a8a85f2032930a25d278ae149191e3ba247","1335.535"
"0x416299aade6443e6f6e8ab67126e65a7f606eef5","0xa6626a8a85f2032930a25d278ae149191e3ba247","1335.535"
"0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3","0xa6626a8a85f2032930a25d278ae149191e3ba247","2673.74107"
"0x1708944c865fd5db91b9e89fb157002036d45001","0xa6626a8a85f2032930a25d278ae149191e3ba247","1868.90761295"
"0x876eabf441b2ee5b5b0554fd502a8e0600950cfa","0xa6626a8a85f2032930a25d278ae149191e3ba247","2658.515971"
"0x4fe3c6e20db75d93331a27fd5216491448c28835","0xa6626a8a85f2032930a25d278ae149191e3ba247","1430.8517322895"
"0x4f8ccd94f87b39a03e3416bec2795993326c70ee","0xa6626a8a85f2032930a25d278ae149191e3ba247","1335.535"
"0xa7016dce6277333ca0ca158d20fd69e2ff677fe1","0xa6626a8a85f2032930a25d278ae149191e3ba247","1335.535"
"0x298c54ae1ba922046e2d3a5d0fd1d846e12d28fd","0xa6626a8a85f2032930a25d278ae149191e3ba247","1335.535"
"0xa259a446d07311f5f3f7229e8482ad7731516852","0xa6626a8a85f2032930a25d278ae149191e3ba247","2671.07"
"0x35427286052e4e7dbdde864767407e361b05178a","0xa6626a8a85f2032930a25d278ae149191e3ba247","5342.14"
"0x0d98f3876876f82de461c8422d87ed8409747bd5","0xa6626a8a85f2032930a25d278ae149191e3ba247","13355.35"
"0xea8e61c89366ca609e68af5450212d72520d8609","0xa6626a8a85f2032930a25d278ae149191e3ba247","2136.856"
"0xda1273c380bd86883b7570edc1d83430803ecc2c","0xa6626a8a85f2032930a25d278ae149191e3ba247","2003.3025"
"0x521313bbc1732e74186367541bd51f109f93c89d","0xa6626a8a85f2032930a25d278ae149191e3ba247","297.0269638943"
"0xed1e1d6a74655adb9cd6a419398bdaf419c5aa69","0xa6626a8a85f2032930a25d278ae149191e3ba247","2671.07"
"0x27dd2eec9ac68028d6bd0776f07521dd73ea530c","0xa6626a8a85f2032930a25d278ae149191e3ba247","1335.535"
"0xdd6ec9f00a15a151e8b0f582930cf850a1d075ec","0xa6626a8a85f2032930a25d278ae149191e3ba247","1599.703823"
"0xfe42b93106be00d34e3d14c295761d527009f8a6","0xa6626a8a85f2032930a25d278ae149191e3ba247","1465.5775387492"
"0xa6626a8a85f2032930a25d278ae149191e3ba247","0xd8ca9baef980b26e5f8d993c4d9d85349846b781","72418.2037203427"
