0xa6626a8a85f2032930a25d278ae149191e3ba247,0xd8ca9baef980b26e5f8d993c4d9d85349846b781,41000000000,21000,27112057610000000000,1529272201,0
0xfe42b93106be00d34e3d14c295761d527009f8a6,0xa6626a8a85f2032930a25d278ae149191e3ba247,10000000000,21000,548685560000000000,1528430116,1
0xdd6ec9f00a15a151e8b0f582930cf850a1d075ec,0xa6626a8a85f2032930a25d278ae149191e3ba247,11000000000,21000,598900000000000000,1528397490,1
0x27dd2eec9ac68028d6bd0776f07521dd73ea530c,0xa6626a8a85f2032930a25d278ae149191e3ba247,23000000000,21000,500000000000000000,1528291487,1
0xed1e1d6a74655adb9cd6a419398bdaf419c5aa69,0xa6626a8a85f2032930a25d278ae149191e3ba247,10000000000,21000,1000000000000000000,1528263958,1
0x521313bbc1732e74186367541bd51f109f93c89d,0xa6626a8a85f2032930a25d278ae149191e3ba247,10000000000,21000,111201490000000000,1528261516,1
0xda1273c380bd86883b7570edc1d83430803ecc2c,0xa6626a8a85f2032930a25d278ae149191e3ba247,10000000000,21000,750000000000000000,1528257555,1
0xea8e61c89366ca609e68af5450212d72520d8609,0xa6626a8a85f2032930a25d278ae149191e3ba247,10000000000,21000,800000000000000000,1528256995,1
0x0d98f3876876f82de461c8422d87ed8409747bd5,0xa6626a8a85f2032930a25d278ae149191e3ba247,7000000000,21000,5000000000000000000,1528251448,1
0x35427286052e4e7dbdde864767407e361b05178a,0xa6626a8a85f2032930a25d278ae149191e3ba247,7000000000,21000,2000000000000000000,1528251071,1
0xa259a446d07311f5f3f7229e8482ad7731516852,0xa6626a8a85f2032930a25d278ae149191e3ba247,7000000000,21000,1000000000000000000,1528250870,1
0x298c54ae1ba922046e2d3a5d0fd1d846e12d28fd,0xa6626a8a85f2032930a25d278ae149191e3ba247,7000000000,21000,500000000000000000,1528250615,1
0xa7016dce6277333ca0ca158d20fd69e2ff677fe1,0xa6626a8a85f2032930a25d278ae149191e3ba247,7000000000,21000,500000000000000000,1528248488,1
0x4f8ccd94f87b39a03e3416bec2795993326c70ee,0xa6626a8a85f2032930a25d278ae149191e3ba247,10000000000,21000,500000000000000000,1528243809,1
0x4fe3c6e20db75d93331a27fd5216491448c28835,0xa6626a8a85f2032930a25d278ae149191e3ba247,10000000000,21000,535684850000000000,1528242317,1
0x876eabf441b2ee5b5b0554fd502a8e0600950cfa,0xa6626a8a85f2032930a25d278ae149191e3ba247,30000000000,21004,995300000000000000,1528215430,1
0x1708944c865fd5db91b9e89fb157002036d45001,0xa6626a8a85f2032930a25d278ae149191e3ba247,15000000000,21000,699685000000000000,1528212353,1
0xf5bec430576ff1b82e44ddb5a1c93f6f9d0884f3,0xa6626a8a85f2032930a25d278ae149191e3ba247,50000000000,21000,1001000000000000000,1528211392,1
0x416299aade6443e6f6e8ab67126e65a7f606eef5,0xa6626a8a85f2032930a25d278ae149191e3ba247,13650000000,21000,500000000000000000,1528208948,1
0xa636656a0cfa769e19433026a028f4ee5b49ec41,0xa6626a8a85f2032930a25d278ae149191e3ba247,15000000000,21000,500000000000000000,1528208886,1
0xbd2bb8e3a00a5582ab9a01ea9298efba07b853d3,0xa6626a8a85f2032930a25d278ae149191e3ba247,15000000000,21000,5035995520000000000,1528208471,1
0x9834a3ba24f2fb6bad2a363b7cbd94dbd5561241,0xa6626a8a85f2032930a25d278ae149191e3ba247,23000000000,21000,1036466190000000000,1528208095,1
0xa0088a1200c9c3235db085fd7ba0d63d2e8f1c70,0xa6626a8a85f2032930a25d278ae149191e3ba247,41000000000,21000,3000000000000000000,1528197275,1
